Reference,Formula,Ag,Al,Au,Co,Cr,Cu,Fe,Ir,Mg,Mn,Mo,Ni,Pd,Pt,Rh,Ru,W,Zn,Form,Dimension,Phase,pH,Synthesis method,MagpieData minimum Number,MagpieData mean MendeleevNumber,MagpieData mean NsValence,MagpieData mean NsUnfilled,MagpieData range MeltingT,MagpieData maximum GSvolume_pa,MagpieData mean Number,MagpieData avg_dev NsValence,MagpieData avg_dev Number,MagpieData minimum Electronegativity,MagpieData maximum MeltingT,MagpieData mode NdValence,MagpieData mode Number,MagpieData maximum Number,MagpieData range Electronegativity,MagpieData range CovalentRadius,onset_potential,tafel_slope
10.1016/j.apcatb.2022.122016,Cu24Fe23Mo24Ni28,0.0,0.0,0.0,0.0,0.0,0.244,0.2289999999999999,0.0,0.0,0.0,0.245,0.282,0.0,0.0,0.0,0.0,0.0,0.0,dendritic structure,3D,FCC,Alkaline,pulse electroplating,26.0,57.66299999999999,1.511,0.489,1538.23,15.69,31.216,0.4997579999999999,5.284159999999999,1.83,2896.0,8.0,28.0,42.0,0.33,30.0,21.0,53.5
10.1016/j.apcatb.2022.122016,Co29Cu26Fe19Mo26,0.0,0.0,0.0,0.286,0.0,0.259,0.193,0.0,0.0,0.0,0.262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dendritic structure,3D,FCC,Alkaline,pulse electroplating,26.0,56.87899999999999,1.479,0.5209999999999999,1538.23,15.69,31.254999999999995,0.4991179999999999,5.630379999999997,1.83,2896.0,7.0,27.0,42.0,0.33,28.0,20.0,52.3
10.1021/acssuschemeng.2c06888,Co20Fe10Mo25Ni35W10,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.35,0.0,0.0,0.0,0.0,0.1,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Alkaline,mechanical alloying,26.0,56.05,1.75,0.25,1967.0,16.05,35.7,0.375,10.810000000000002,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,181.0,65.0
10.1021/acssuschemeng.2c06888,Co25Fe10Mo20Ni35W10,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.1,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Alkaline,mechanical alloying,26.0,56.45,1.8,0.2,1967.0,16.05,34.95,0.3199999999999999,10.630000000000004,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,35.0,31.0
10.1021/acssuschemeng.2c06888,Co30Fe10Mo15Ni35W10,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.35,0.0,0.0,0.0,0.0,0.1,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Alkaline,mechanical alloying,26.0,56.85,1.85,0.15,1967.0,16.05,34.2,0.2549999999999999,10.300000000000002,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,269.0,72.0
10.1021/acssuschemeng.2c06888,Co35Fe10Mo10Ni35W10,0.0,0.0,0.0,0.35,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.35,0.0,0.0,0.0,0.0,0.1,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Alkaline,mechanical alloying,26.0,57.25,1.9,0.1,1967.0,16.05,33.45,0.18,9.820000000000002,1.83,3695.0,7.0,27.0,74.0,0.5299999999999998,38.0,250.0,65.0
10.1021/acssuschemeng.2c06888,Co20Fe10Mo25Ni35W10,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.25,0.35,0.0,0.0,0.0,0.0,0.1,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Acidic,mechanical alloying,26.0,56.05,1.75,0.25,1967.0,16.05,35.7,0.375,10.810000000000002,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,214.0,52.0
10.1021/acssuschemeng.2c06888,Co25Fe10Mo20Ni35W10,0.0,0.0,0.0,0.25,0.0,0.0,0.1,0.0,0.0,0.0,0.2,0.35,0.0,0.0,0.0,0.0,0.1,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Acidic,mechanical alloying,26.0,56.45,1.8,0.2,1967.0,16.05,34.95,0.3199999999999999,10.630000000000004,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,85.0,31.0
10.1021/acssuschemeng.2c06888,Co30Fe10Mo15Ni35W10,0.0,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.15,0.35,0.0,0.0,0.0,0.0,0.1,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Acidic,mechanical alloying,26.0,56.85,1.85,0.15,1967.0,16.05,34.2,0.2549999999999999,10.300000000000002,1.83,3695.0,8.0,28.0,74.0,0.5299999999999998,38.0,308.0,47.0
10.1021/acssuschemeng.2c06888,Co35Fe10Mo10Ni35W10,0.0,0.0,0.0,0.35,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.35,0.0,0.0,0.0,0.0,0.1,0.0,Nanoparticle,0D,"FCC,rhombohedral ",Acidic,mechanical alloying,26.0,57.25,1.9,0.1,1967.0,16.05,33.45,0.18,9.820000000000002,1.83,3695.0,7.0,27.0,74.0,0.5299999999999998,38.0,232.0,80.0
10.1016/j.cej.2022.135375,Co24Mo17Ni24Ru7W28,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.24,0.0,0.0,0.0,0.07,0.28,0.0,nanosheet,2D,Amorphous,Acidic,mechanochemical synthesis,27.0,55.26,1.76,0.24,1967.0,16.05,44.14,0.3648,16.721600000000002,1.88,3695.0,4.0,74.0,74.0,0.48,38.0,40.0,36.0
